Orthogroup	36345_Symbiodinium_microadriaticum_A1_CassKB8_500ln	47262_Davies_Cladocopium_LongestContig-500_renamed
OG0000000	Smic_CassKB8.gene25563.mRNA1_Sym, Smic_CassKB8.gene8730.mRNA1_Sym	Cladocopium_Davies_comp122898_c0_seq1_Symbiont
OG0000000	Smic_CassKB8.gene38440.mRNA1_Sym, Smic_CassKB8.gene16825.mRNA1_Sym, Smic_CassKB8.gene23518.mRNA1_Sym, Smic_CassKB8.gene22005.mRNA1_Sym, Smic_CassKB8.gene984.mRNA1_Sym, Smic_CassKB8.gene13761.mRNA1_Sym, Smic_CassKB8.gene27310.mRNA1_Sym, Smic_CassKB8.gene24764.mRNA1_Sym, Smic_CassKB8.gene13766.mRNA1_Sym, Smic_CassKB8.gene20967.mRNA1_Sym, Smic_CassKB8.gene23613.mRNA1_Sym, Smic_CassKB8.gene29780.mRNA1_Sym, Smic_CassKB8.gene6508.mRNA1_Sym, Smic_CassKB8.gene20748.mRNA1_Sym, Smic_CassKB8.gene37639.mRNA1_Sym, Smic_CassKB8.gene1818.mRNA1_Sym, Smic_CassKB8.gene8298.mRNA1_Sym, Smic_CassKB8.gene903.mRNA1_Sym, Smic_CassKB8.gene20879.mRNA1_Sym, Smic_CassKB8.gene11863.mRNA1_Sym, Smic_CassKB8.gene31204.mRNA1_Sym, Smic_CassKB8.gene15740.mRNA1_Sym, Smic_CassKB8.gene29820.mRNA1_Sym, Smic_CassKB8.gene18487.mRNA1_Sym, Smic_CassKB8.gene29837.mRNA1_Sym, Smic_CassKB8.gene30387.mRNA1_Sym, Smic_CassKB8.gene25651.mRNA1_Sym, Smic_CassKB8.gene30250.mRNA1_Sym, Smic_CassKB8.gene32864.mRNA1_Sym, Smic_CassKB8.gene27038.mRNA1_Sym	Cladocopium_Davies_comp341947_c0_seq1_Symbiont
OG0000000	Smic_CassKB8.gene35665.mRNA1_Sym, Smic_CassKB8.gene14571.mRNA1_Sym	Cladocopium_Davies_comp75669_c0_seq1_Symbiont
OG0000000	Smic_CassKB8.gene29458.mRNA1_Sym, Smic_CassKB8.gene6997.mRNA1_Sym, Smic_CassKB8.gene15097.mRNA1_Sym, Smic_CassKB8.gene30517.mRNA1_Sym, Smic_CassKB8.gene17875.mRNA1_Sym, Smic_CassKB8.gene4583.mRNA1_Sym, Smic_CassKB8.gene19432.mRNA1_Sym, Smic_CassKB8.gene3436.mRNA1_Sym, Smic_CassKB8.gene33529.mRNA1_Sym, Smic_CassKB8.gene23133.mRNA1_Sym, Smic_CassKB8.gene5082.mRNA1_Sym, Smic_CassKB8.gene17215.mRNA1_Sym, Smic_CassKB8.gene18064.mRNA1_Sym, Smic_CassKB8.gene24785.mRNA1_Sym, Smic_CassKB8.gene6159.mRNA1_Sym, Smic_CassKB8.gene31492.mRNA1_Sym, Smic_CassKB8.gene20455.mRNA1_Sym, Smic_CassKB8.gene27451.mRNA1_Sym, Smic_CassKB8.gene599.mRNA1_Sym, Smic_CassKB8.gene16498.mRNA1_Sym, Smic_CassKB8.gene14807.mRNA1_Sym, Smic_CassKB8.gene1817.mRNA1_Sym, Smic_CassKB8.gene11676.mRNA1_Sym, Smic_CassKB8.gene30086.mRNA1_Sym, Smic_CassKB8.gene21107.mRNA1_Sym	Cladocopium_Davies_comp218807_c1_seq1_Symbiont
OG0000000	Smic_CassKB8.gene27257.mRNA1_Sym	Cladocopium_Davies_comp47359_c0_seq1_Symbiont
OG0000000	Smic_CassKB8.gene25839.mRNA1_Sym, Smic_CassKB8.gene24317.mRNA1_Sym, Smic_CassKB8.gene23295.mRNA1_Sym, Smic_CassKB8.gene17711.mRNA1_Sym, Smic_CassKB8.gene2722.mRNA1_Sym, Smic_CassKB8.gene15893.mRNA1_Sym, Smic_CassKB8.gene35421.mRNA1_Sym, Smic_CassKB8.gene18335.mRNA1_Sym, Smic_CassKB8.gene18440.mRNA1_Sym, Smic_CassKB8.gene22050.mRNA1_Sym, Smic_CassKB8.gene20389.mRNA1_Sym, Smic_CassKB8.gene7930.mRNA1_Sym, Smic_CassKB8.gene22597.mRNA1_Sym, Smic_CassKB8.gene17960.mRNA1_Sym, Smic_CassKB8.gene24124.mRNA1_Sym, Smic_CassKB8.gene4923.mRNA1_Sym, Smic_CassKB8.gene14680.mRNA1_Sym, Smic_CassKB8.gene31166.mRNA1_Sym, Smic_CassKB8.gene2723.mRNA1_Sym, Smic_CassKB8.gene23502.mRNA1_Sym, Smic_CassKB8.gene11283.mRNA1_Sym, Smic_CassKB8.gene19970.mRNA1_Sym, Smic_CassKB8.gene25823.mRNA1_Sym, Smic_CassKB8.gene19012.mRNA1_Sym, Smic_CassKB8.gene19507.mRNA1_Sym, Smic_CassKB8.gene17247.mRNA1_Sym, Smic_CassKB8.gene11873.mRNA1_Sym, Smic_CassKB8.gene17769.mRNA1_Sym, Smic_CassKB8.gene10286.mRNA1_Sym, Smic_CassKB8.gene6654.mRNA1_Sym, Smic_CassKB8.gene20393.mRNA1_Sym, Smic_CassKB8.gene27442.mRNA1_Sym, Smic_CassKB8.gene8691.mRNA1_Sym, Smic_CassKB8.gene38218.mRNA1_Sym, Smic_CassKB8.gene3714.mRNA1_Sym, Smic_CassKB8.gene42620.mRNA1_Sym, Smic_CassKB8.gene20671.mRNA1_Sym, Smic_CassKB8.gene27966.mRNA1_Sym, Smic_CassKB8.gene7801.mRNA1_Sym, Smic_CassKB8.gene11953.mRNA1_Sym, Smic_CassKB8.gene30230.mRNA1_Sym, Smic_CassKB8.gene10884.mRNA1_Sym, Smic_CassKB8.gene27337.mRNA1_Sym, Smic_CassKB8.gene14032.mRNA1_Sym, Smic_CassKB8.gene15625.mRNA1_Sym, Smic_CassKB8.gene12276.mRNA1_Sym, Smic_CassKB8.gene37534.mRNA1_Sym, Smic_CassKB8.gene3712.mRNA1_Sym, Smic_CassKB8.gene22813.mRNA1_Sym, Smic_CassKB8.gene14159.mRNA1_Sym, Smic_CassKB8.gene17473.mRNA1_Sym, Smic_CassKB8.gene10803.mRNA1_Sym, Smic_CassKB8.gene22811.mRNA1_Sym, Smic_CassKB8.gene2721.mRNA1_Sym, Smic_CassKB8.gene23356.mRNA1_Sym, Smic_CassKB8.gene1455.mRNA1_Sym, Smic_CassKB8.gene38241.mRNA1_Sym, Smic_CassKB8.gene28958.mRNA1_Sym, Smic_CassKB8.gene20980.mRNA1_Sym, Smic_CassKB8.gene14653.mRNA1_Sym, Smic_CassKB8.gene29582.mRNA1_Sym, Smic_CassKB8.gene23118.mRNA1_Sym, Smic_CassKB8.gene8173.mRNA1_Sym, Smic_CassKB8.gene29286.mRNA1_Sym, Smic_CassKB8.gene5747.mRNA1_Sym, Smic_CassKB8.gene24739.mRNA1_Sym, Smic_CassKB8.gene37150.mRNA1_Sym, Smic_CassKB8.gene16427.mRNA1_Sym, Smic_CassKB8.gene30035.mRNA1_Sym, Smic_CassKB8.gene25619.mRNA1_Sym, Smic_CassKB8.gene6784.mRNA1_Sym, Smic_CassKB8.gene21889.mRNA1_Sym, Smic_CassKB8.gene11123.mRNA1_Sym, Smic_CassKB8.gene24123.mRNA1_Sym, Smic_CassKB8.gene6673.mRNA1_Sym, Smic_CassKB8.gene5720.mRNA1_Sym, Smic_CassKB8.gene8690.mRNA1_Sym, Smic_CassKB8.gene15523.mRNA1_Sym, Smic_CassKB8.gene19220.mRNA1_Sym, Smic_CassKB8.gene10809.mRNA1_Sym, Smic_CassKB8.gene697.mRNA1_Sym, Smic_CassKB8.gene16497.mRNA1_Sym, Smic_CassKB8.gene10706.mRNA1_Sym, Smic_CassKB8.gene15835.mRNA1_Sym, Smic_CassKB8.gene36940.mRNA1_Sym, Smic_CassKB8.gene33576.mRNA1_Sym, Smic_CassKB8.gene38173.mRNA1_Sym, Smic_CassKB8.gene18639.mRNA1_Sym, Smic_CassKB8.gene33577.mRNA1_Sym, Smic_CassKB8.gene13206.mRNA1_Sym, Smic_CassKB8.gene2187.mRNA1_Sym, Smic_CassKB8.gene27683.mRNA1_Sym, Smic_CassKB8.gene17271.mRNA1_Sym, Smic_CassKB8.gene26129.mRNA1_Sym, Smic_CassKB8.gene419.mRNA1_Sym, Smic_CassKB8.gene19533.mRNA1_Sym, Smic_CassKB8.gene14139.mRNA1_Sym, Smic_CassKB8.gene16526.mRNA1_Sym, Smic_CassKB8.gene22258.mRNA1_Sym, Smic_CassKB8.gene18517.mRNA1_Sym, Smic_CassKB8.gene26623.mRNA1_Sym, Smic_CassKB8.gene261.mRNA1_Sym, Smic_CassKB8.gene24259.mRNA1_Sym, Smic_CassKB8.gene15578.mRNA1_Sym, Smic_CassKB8.gene21988.mRNA1_Sym, Smic_CassKB8.gene25703.mRNA1_Sym, Smic_CassKB8.gene22917.mRNA1_Sym, Smic_CassKB8.gene23699.mRNA1_Sym, Smic_CassKB8.gene34319.mRNA1_Sym, Smic_CassKB8.gene15812.mRNA1_Sym, Smic_CassKB8.gene17000.mRNA1_Sym, Smic_CassKB8.gene11889.mRNA1_Sym, Smic_CassKB8.gene16980.mRNA1_Sym, Smic_CassKB8.gene14120.mRNA1_Sym, Smic_CassKB8.gene4884.mRNA1_Sym, Smic_CassKB8.gene8095.mRNA1_Sym, Smic_CassKB8.gene13089.mRNA1_Sym, Smic_CassKB8.gene1494.mRNA1_Sym, Smic_CassKB8.gene11433.mRNA1_Sym, Smic_CassKB8.gene24933.mRNA1_Sym, Smic_CassKB8.gene29374.mRNA1_Sym, Smic_CassKB8.gene9589.mRNA1_Sym, Smic_CassKB8.gene33772.mRNA1_Sym, Smic_CassKB8.gene4254.mRNA1_Sym, Smic_CassKB8.gene23680.mRNA1_Sym, Smic_CassKB8.gene24611.mRNA1_Sym, Smic_CassKB8.gene14105.mRNA1_Sym, Smic_CassKB8.gene24583.mRNA1_Sym, Smic_CassKB8.gene35596.mRNA1_Sym, Smic_CassKB8.gene38586.mRNA1_Sym, Smic_CassKB8.gene9819.mRNA1_Sym, Smic_CassKB8.gene26483.mRNA1_Sym, Smic_CassKB8.gene12142.mRNA1_Sym, Smic_CassKB8.gene14953.mRNA1_Sym, Smic_CassKB8.gene8324.mRNA1_Sym, Smic_CassKB8.gene25293.mRNA1_Sym, Smic_CassKB8.gene29466.mRNA1_Sym, Smic_CassKB8.gene24894.mRNA1_Sym	Cladocopium_Davies_comp172504_c0_seq1_Symbiont
OG0000012	Smic_CassKB8.gene5520.mRNA1_Sym, Smic_CassKB8.gene6051.mRNA1_Sym	Cladocopium_Davies_comp117847_c0_seq1_Symbiont
OG0000012	Smic_CassKB8.gene20797.mRNA1_Sym, Smic_CassKB8.gene29984.mRNA1_Sym, Smic_CassKB8.gene29985.mRNA1_Sym	Cladocopium_Davies_comp241518_c0_seq2_Symbiont
OG0000014	Smic_CassKB8.gene21130.mRNA1_Sym	Cladocopium_Davies_comp299406_c0_seq1_Symbiont, Cladocopium_Davies_comp195137_c0_seq1_Symbiont
